"Geo","Year","UrbanArea","TownArea","RuralArea"
31,2005,1878.899424,0,0
32,2005,2713.825254,0,0
33,2005,1185.681936,0,0
34,2005,1231,0,0
35,2005,589,0,0
36,2005,2216.556494,0,0
37,2005,472.734294,0,0
38,2005,445.314762,0,0
39,2005,722,0,0
40,2005,256,0,0
41,2005,309.865647,0,0
42,2005,592.223067516499,0,0
43,2005,1596.32386482188,0,0
44,2005,181,0,0
45,2005,396.242514,0,0
47,2005,88.9305216081152,0,0
48,2005,45,0,0
49,2005,209,0,0
50,2005,348.204419,0,0
51,2005,252.837003,0,0
52,2005,220.493278,0,0
53,2005,86,0,0
54,2005,357.949218,0,0
55,2005,115.295684,0,0
56,2005,386.501525,0,0
61,2005,135.775781411754,0,0
64,2005,103.072059400473,0,0
65,2005,81.7994367514691,0,0
66,2005,219,0,0
67,2005,264.332137,0,0
70,2005,159.232348815353,0,0
71,2005,406.986014,0,0
74,2005,66.10966,0,0
75,2005,75.180236,0,0
76,2005,30.792622,0,0
77,2005,22.739021,0,0
78,2005,74,0,0
80,2005,3112.76432,0,0
81,2005,892.357955760221,0,0
82,2005,647.796702805739,0,0
83,2005,644.666234375824,0,0
84,2005,519,0,0
85,2005,335,0,0
86,2005,552.625981,0,0
87,2005,311.800512,0,0
88,2005,295,0,0
89,2005,214.672334,0,0
90,2005,64.6970867060582,0,0
91,2005,138.492781,0,0
92,2005,326.238150222504,0,0
94,2005,156,0,0
95,2005,142.827919,0,0
100,2005,148.979572898098,0,0
103,2005,176.683282,0,0
104,2005,136.942319110211,0,0
107,2005,243.807972321402,0,0
110,2005,144,0,0
111,2005,183.459669,0,0
112,2005,193,0,0
114,2005,157.184829425475,0,0
116,2005,209.015453075805,0,0
117,2005,158.462667598968,0,0
118,2005,111,0,0
120,2005,320.252918838883,0,0
124,2005,105.877539709897,0,0
125,2005,78.877849,0,0
126,2005,48.846323,0,0
128,2005,162.698213746036,0,0
129,2005,474,0,0
130,2005,332,0,0
131,2005,1468,0,0
132,2005,1378.590257,0,0
133,2005,2237.565891,0,0
134,2005,148,0,0
135,2005,363,0,0
136,2005,179,0,0
137,2005,286.873181953065,0,0
138,2005,536.986101,0,0
139,2005,805,0,0
140,2005,415.957062,0,0
141,2005,180.248527614861,0,0
143,2005,198.968054,0,0
144,2005,61,0,0
146,2005,224.814717,0,0
147,2005,443.260251,0,0
148,2005,229.840526,0,0
149,2005,267,0,0
150,2005,200.957561990424,0,0
151,2005,42,0,0
152,2005,633,0,0
153,2005,1019.61923,0,0
154,2005,349.627731,0,0
155,2005,213,0,0
156,2005,130.055264,0,0
158,2005,219.880368,0,0
162,2005,81.602839,0,0
164,2005,135.797674,0,0
168,2005,185.914176,0,0
169,2005,132,0,0
170,2005,518,0,0
171,2005,235,0,0
172,2005,299.49867,0,0
173,2005,375.484144,0,0
180,2005,452.709723592748,0,0
185,2005,530.977845,0,0
186,2005,82.795089,0,0
189,2005,253,0,0
193,2005,207.57911,0,0
194,2005,238.994237,0,0
196,2005,901.237867,0,0
200,2005,94.6109393233433,0,0
204,2005,111.927481,0,0
205,2005,447,0,0
206,2005,704.921806,0,0
207,2005,2527.99926373386,0,0
211,2005,212.885081,0,0
212,2005,100.668747,0,0
213,2005,105.816574,0,0
214,2005,182.119858658872,0,0
220,2005,118,0,0
221,2005,163.25596,0,0
222,2005,42,0,0
223,2005,111.509844884902,0,0
224,2005,86.848886,0,0
225,2005,34.910711,0,0
226,2005,76.5469946178126,0,0
227,2005,166.196265307284,0,0
229,2005,41.976986,0,0
230,2005,87,0,0
231,2005,35.365809,0,0
232,2005,129.497816045391,0,0
233,2005,46,0,0
234,2005,28,0,0
235,2005,80.7840581921594,0,0
236,2005,54,0,0
237,2005,66.86766,0,0
238,2005,183.904559,0,0
242,2005,97.813797,0,0
243,2005,73.752561,0,0
244,2005,70.052578,0,0
245,2005,64,0,0
246,2005,94.65872,0,0
249,2005,234.413864768312,0,0
254,2005,183,0,0
256,2005,117.250442,0,0
257,2005,49.045013,0,0
258,2005,25.784054,0,0
259,2005,47,0,0
260,2005,75.31063,0,0
261,2005,123.279414211462,0,0
279,2005,9,0,0
280,2005,11,0,0
281,2005,14,0,0
282,2005,183.724405,0,0
283,2005,125,0,0
284,2005,204.988544,0,0
285,2005,70,0,0
286,2005,275.047624,0,0
289,2005,91.781833,0,0
290,2005,76.556967,0,0
294,2005,49,0,0
295,2005,64,0,0
296,2005,10.859814,0,0
298,2005,77,0,0
299,2005,308.788993,0,0
